Cost_ID,Affluence_Level,Tenure,Age,Gender,State,Has_Valid_Email_Address,Has_Valid_Mobile_Number,Number_Of_Inbound_Communication_In_24_MTH,Number_Of_Inbound_Communication_In_60_MTH,Number_Of_Outbound_Communication_In_24_MTH,Number_Of_Outbound_Communication_In_60_MTH,Pathway_Arrears_In_24_MTH,Pathway_Arrears_In_60_MTH,Inter_Mailing_Preferances_Update,Inter_Personal_Details_Update,Operating_System,Browser_type
{A0434A97-4421-4FDE-AB0A-07C88F2C7E79},Average income Average assets,2,9,,NSW,TRUE,TRUE,10,10,51,51,0,0,0,1,1,5
{8DD09A2A-DC72-45F6-A33F-F3991396E9A3},Unknown,8,9,Male,SA,TRUE,TRUE,5,15,51,127,0,0,0,0,2,4
{99464C4E-7EA4-41AB-B4E7-81A7541FAD72},High income Low assets,1,9,,NSW,TRUE,TRUE,5,5,58,58,0,0,0,1,3,5
{DBBBD101-0BEA-401A-9166-4783899DB815},Highest income and assets,9,9,Female,VIC,TRUE,TRUE,5,14,35,92,0,0,0,0,2,3
{57CC44AC-F3A3-4A5D-AE35-33A35A9C787B},Average income Average assets,6,9,Female,NSW,TRUE,TRUE,4,13,84,166,0,0,0,0,3,2
{AADFB7D8-86F8-415C-A6BF-92ACCAC7AD18},High income Low assets,2,9,Female,NSW,TRUE,TRUE,6,6,55,55,0,0,0,1,1,1
{F4DD069A-C583-4064-A5A6-908A27244745},Highest income and assets,5,9,,NSW,TRUE,TRUE,7,16,80,167,1,1,0,0,3,3
{1656B911-39BD-43E8-AC5C-E6DD0C863D23},Average income Low assets,9,9,,SA,TRUE,TRUE,6,17,53,136,0,1,0,0,4,1
{DC7DDB18-3079-4726-842D-32A510317136},Low income High assets,6,9,Male,NSW,TRUE,FALSE,5,15,43,92,0,0,0,0,3,4
{B7A6AA2D-07C4-43DF-AF64-E0CF21B074FB},Average income Low assets,7,9,Male,VIC,TRUE,FALSE,16,43,67,145,0,0,0,0,1,4
{06D7817D-33D0-4076-8795-A4FF5A46710E},High income High assets,8,9,Male,NSW,FALSE,TRUE,6,14,0,37,0,0,0,1,1,4
{44AEEDDC-96F7-4507-A5CE-5836D37322B6},Low income High assets,9,9,,VIC,TRUE,TRUE,9,15,65,145,0,0,0,1,3,3
{021E3FEA-9834-421B-A8AB-1808A588F18B},Low income Low assets,4,10,,NSW,TRUE,TRUE,9,17,83,145,0,0,0,0,4,2
{514B3200-B331-412F-9748-3467F6905360},Average income Average assets,2,10,,VIC,TRUE,TRUE,6,8,79,89,0,0,0,0,2,3
{D190CA9D-31EC-43AB-8562-FE0AC70762B5},,4,10,Female,NSW,FALSE,TRUE,11,19,25,46,0,0,0,0,4,3
{89DB350A-9EFD-4287-ABB3-D8B9F1E9FB0D},High income High assets,9,10,Female,NSW,TRUE,TRUE,6,21,88,184,1,2,0,0,3,3
{79F09C7A-48C0-477F-B0DF-A446DC1E08DE},Low income High assets,6,10,Male,SA,TRUE,TRUE,12,29,89,176,0,0,0,1,4,2
{303D1524-C511-49BB-8710-61171BDF05AD},Average income Average assets,6,10,Female,NSW,TRUE,TRUE,9,21,57,126,0,0,0,1,4,2
{1D6682DA-2CB0-4BBC-87B2-F81E053E2B5C},Low income High assets,4,10,,VIC,TRUE,TRUE,8,14,54,105,2,3,0,0,3,2
{DD8B5C69-37C1-4802-B040-7F09DF4C7201},Average income Average assets,0,10,,NSW,TRUE,TRUE,2,2,15,15,0,0,0,0,2,4
{F787EF6C-6A42-4A84-8C9D-741D741EB7F5},High income High assets,6,10,Female,QLD,TRUE,TRUE,21,43,59,147,2,5,0,0,2,1
{B7936CAB-EA0E-4330-810A-447FB75A5FC4},Highest income and assets,7,10,Female,WA,FALSE,TRUE,6,11,17,43,0,1,0,0,2,2
{F23F386F-7C1C-4D08-BE05-2AC593B09C61},Highest income and assets,4,10,Female,NSW,TRUE,TRUE,12,22,65,95,1,1,0,0,2,5
{CFBCD144-1A48-4D38-9648-05B2C8F9A5AD},Average income Low assets,2,10,Female,NSW,FALSE,TRUE,7,9,9,11,0,0,0,0,4,4
{4C349011-291D-4D2F-ABE7-EFA08B24FB48},High income High assets,5,10,,VIC,TRUE,TRUE,10,24,61,106,0,0,0,0,1,5
{171B5A55-A67D-42C8-91A7-A532CA144577},Average income Average assets,3,10,,NSW,TRUE,TRUE,5,8,41,78,0,1,0,0,3,4
{FCE23290-04DF-45C5-A1D7-018E87E9464A},Average income Low assets,4,10,,SA,TRUE,TRUE,0,0,65,114,0,0,0,0,3,4
{E8004E25-62A2-4EDF-BDF7-A2B813668922},Low income Low assets,3,10,,VIC,TRUE,FALSE,4,9,70,122,0,0,0,0,3,3
{DFE01D64-E2EC-4A23-BDA3-9305821C3BBF},High income Low assets,9,10,Male,VIC,TRUE,TRUE,11,23,27,98,0,0,0,1,1,2
{12067CD1-6384-4985-BEDF-A85482EF7E5F},Average income Low assets,3,10,,WA,TRUE,TRUE,14,22,88,133,0,0,0,0,1,2
{2AF7EAD4-6D4C-4DC6-8D4C-1E0E48417398},Average income Low assets,0,10,,NSW,TRUE,TRUE,0,0,1,1,0,0,0,0,4,1
{B425A0CD-6CC6-4052-8A67-73FB39EE40CD},Average income Average assets,10,10,Female,VIC,TRUE,TRUE,10,37,55,148,0,0,0,1,2,3
{E24FF5ED-6555-46F6-826E-B72C4E3043A5},Average income Average assets,2,10,Female,VIC,TRUE,TRUE,5,5,68,68,1,1,0,0,1,4
{A25D469B-AB40-44D9-8481-C59937AF098B},Low income High assets,15,10,Female,WA,TRUE,TRUE,16,41,80,181,1,1,0,2,1,1
{7F36ECA5-1741-43BC-A42F-9C4A0B188AAE},High income Low assets,6,10,Female,QLD,TRUE,TRUE,12,38,91,149,0,0,0,0,2,3
{8963E385-99CF-4C4F-A6E8-164A912D0B85},Average income Average assets,4,10,,VIC,TRUE,TRUE,1,7,21,69,2,3,0,0,2,3
{9C88A393-E437-44CD-A0A9-493317AE7362},Low income High assets,5,10,Female,NSW,TRUE,FALSE,5,18,9,48,0,0,0,0,4,4
{80B9A4BE-4261-4A8E-A3B3-F7DC235ADEDC},Highest income and assets,7,10,Male,VIC,TRUE,FALSE,4,9,35,73,0,0,0,0,4,2
{E4B58FBD-6A26-4D7C-8106-DFD19C5C0BD8},Average income Low assets,1,10,,QLD,TRUE,TRUE,4,4,17,17,0,0,0,0,3,1
{0D29EFE0-0601-43D7-958F-5405317B59BC},Low income High assets,3,10,Female,NSW,FALSE,TRUE,6,15,10,21,0,0,0,0,4,1
{D74DBA94-0CE1-427A-A4DE-0E3F96F39892},High income Low assets,0,10,,TAS,TRUE,TRUE,1,1,17,17,1,1,0,0,1,5
{7B50FAF7-F0B9-47FB-B5F5-A5781EE0E946},Average income Average assets,0,10,,VIC,TRUE,TRUE,1,1,18,18,0,0,0,0,2,3
{7B83D6ED-B34E-40AB-9EBF-9ACACDE3FDAF},High income High assets,10,10,,NSW,TRUE,TRUE,7,14,58,113,0,0,0,0,1,2
{B6B8EAEA-39A3-4670-9FFF-FA81ED44AA99},Average income Low assets,8,11,Male,VIC,TRUE,TRUE,7,14,52,95,0,0,0,0,1,2
{5DEDD5C5-8A85-46F1-95BB-2A8331D2FD55},Unknown,8,11,Female,,TRUE,TRUE,16,23,54,116,4,5,0,4,2,2
{42D00C3C-AD50-409E-BEDF-6915EA1D678C},,6,11,Male,NSW,TRUE,TRUE,4,12,49,107,0,0,0,0,3,1
{F3A8C2B7-152A-4197-83C1-1FD27320C5FD},Highest income and assets,10,11,Female,WA,TRUE,TRUE,6,12,64,128,0,0,0,0,3,1
{A5B065F6-023A-489F-BF9C-4BB93B9DA9D5},High income High assets,4,11,,WA,TRUE,FALSE,6,10,47,84,0,0,0,0,1,4
{6572526E-44D2-43A9-92C6-331638D1CBC2},High income High assets,4,11,,VIC,TRUE,TRUE,9,17,69,119,0,0,0,1,1,4
{B51C687C-7C60-45E1-B829-EEDBA9739108},Highest income and assets,8,11,Female,ACT,TRUE,TRUE,18,34,64,130,0,0,0,0,1,2
{91757C2E-463A-4E42-91C6-7D3032BF5B6C},Low income High assets,5,11,Female,NSW,TRUE,TRUE,11,26,59,111,0,1,0,0,3,4
{AE1F93E0-2813-4C42-A0D5-6CE931F8CBF0},Highest income and assets,10,11,Female,WA,FALSE,FALSE,6,17,8,39,0,0,0,0,2,3
{ADF565B4-6148-4327-838C-0CCDBD915613},Unknown,6,11,Female,SA,TRUE,TRUE,12,38,46,107,0,0,0,0,4,4
{45924596-F811-417C-88F5-690BCA8D520C},Unknown,5,11,,WA,TRUE,FALSE,14,39,74,170,0,1,0,1,4,5
{E36DA679-B59D-4C8D-BB59-B8D9E1265949},High income High assets,4,11,,SA,TRUE,TRUE,8,13,77,137,1,2,0,1,1,1
{6C548A8A-B75A-4EF2-B82A-2313390449FE},High income Low assets,2,11,Female,VIC,TRUE,TRUE,15,18,68,73,0,0,0,0,2,3
{888A6AB2-B5DB-4AEF-9DE4-9E356DFE580A},Low income High assets,9,11,Male,WA,TRUE,TRUE,11,19,39,88,0,0,0,1,1,5
{C0303E12-F6EB-4650-90C1-11DC0487C856},High income High assets,10,11,Male,NSW,TRUE,TRUE,8,18,48,81,0,0,0,1,2,3
{BF5E3A35-57BD-446A-A14B-3B974403EB9E},Average income Average assets,6,11,Female,NSW,TRUE,TRUE,4,14,74,143,0,0,0,1,2,3
{A793E284-9450-4276-8A23-8BD9BEB6BB51},Average income Average assets,3,11,,WA,TRUE,TRUE,13,20,71,120,1,1,0,0,2,3
{FEC6F3AD-5411-4BE9-AF85-71A3665912D9},High income High assets,7,11,Male,NSW,TRUE,TRUE,11,25,57,119,0,0,0,1,4,4
{1766FB92-9FBB-478C-81F5-F29C35F435E0},High income High assets,10,11,Female,VIC,TRUE,TRUE,0,8,47,97,0,0,0,2,3,1
{B8D5D217-E71C-44AA-9737-F880B25C64EA},Highest income and assets,3,11,,NSW,TRUE,FALSE,8,17,56,120,0,0,0,0,3,4
{F8A58509-0624-4CD9-9724-26B8DDC4928E},Average income Average assets,2,11,,VIC,TRUE,TRUE,10,10,51,51,1,1,0,0,2,3
{23D43870-2753-4378-8B1E-404BB8E7BD08},Unknown,4,11,,QLD,TRUE,FALSE,0,0,50,86,0,0,0,0,4,5
{6DA39946-6704-4B2F-91F9-82267DEE02A6},Highest income and assets,5,11,Male,NSW,TRUE,TRUE,8,14,53,108,0,0,0,0,3,5
{986453C1-10AF-42D3-979F-A516457FCE51},,1,11,,,TRUE,TRUE,1,1,1,1,0,0,0,0,4,1
{C72F86B0-6C38-4ABB-B181-D544B80FC6B1},Unknown,3,11,Female,NSW,TRUE,TRUE,15,18,53,69,1,1,0,0,2,3
{665E22CF-4CCB-4587-998A-5CC8A7809235},High income High assets,4,11,,VIC,TRUE,TRUE,5,13,19,68,0,0,0,0,2,1
{830E04B8-36AE-4E9E-8755-07A0C67F695E},Highest income and assets,1,11,,NSW,TRUE,TRUE,5,5,53,53,0,0,0,0,3,1
{3D0A4983-0E8B-4D74-A24F-9FBDF18DB373},Average income Average assets,7,11,Male,VIC,TRUE,TRUE,5,12,59,109,0,0,0,0,1,2
{4B923533-DA5E-44CC-B280-DA336BE27F33},High income High assets,1,11,,NSW,TRUE,TRUE,4,4,35,35,0,0,0,0,4,4
{8F930FB9-1D54-4E63-906D-BEDB58E64018},Average income Low assets,6,11,,VIC,TRUE,TRUE,5,8,55,135,0,0,0,0,2,1
{83A8CCF3-3957-4636-866F-7F47854FE91B},High income High assets,2,11,Male,VIC,TRUE,TRUE,6,6,49,49,0,0,0,0,2,5
{32FB9459-693D-4BB6-9434-9F57790E60DF},Low income Low assets,6,11,Male,WA,TRUE,TRUE,14,30,65,149,0,0,0,0,1,3
{4878FADF-0632-44E5-853E-E065FE310905},Highest income and assets,10,11,Male,NSW,TRUE,TRUE,5,16,72,128,0,0,0,0,1,4
{E7B04255-5E9D-4639-B9B8-1E2668449EEF},Highest income and assets,10,11,Male,NSW,TRUE,TRUE,6,13,39,78,1,4,0,1,3,4
{58AF8D03-54B8-4761-9719-C11F9F9601B5},Average income Low assets,5,11,,WA,TRUE,TRUE,8,15,83,148,0,0,0,1,4,3
{A7D0C988-9B58-4C19-835D-8B7CE6FE533A},Highest income and assets,12,11,,NSW,TRUE,TRUE,11,30,65,156,0,1,1,1,3,1
{C7F6967E-944B-4CF5-A86A-575590E17695},High income High assets,10,11,Female,NSW,TRUE,TRUE,5,15,46,82,0,0,0,0,3,2
{02EB1B87-F4DA-4514-A9C5-BE196FBDDC61},Highest income and assets,7,11,Female,NSW,TRUE,TRUE,0,6,29,85,1,1,0,0,4,1
{C8485C77-8D9D-48C1-BB2F-A6C83C93C39D},Low income Low assets,7,11,,NSW,TRUE,TRUE,10,19,69,137,0,0,0,1,2,4
{2493F779-E111-41AC-88BB-7912971F4C11},Highest income and assets,7,12,,WA,TRUE,FALSE,0,1,17,58,0,0,0,0,3,2
{1A7AED86-9FB8-4810-9636-FF24C8AB79A8},High income Low assets,8,12,Female,VIC,TRUE,TRUE,13,24,73,139,0,0,0,0,1,2
{0AF46B51-8900-4AC6-B1A9-ACE0CBADAA53},Low income High assets,6,12,Female,QLD,TRUE,TRUE,7,20,62,135,0,0,0,0,3,3
{B2CB6575-DA77-4378-9613-6E5E87979D5F},Unknown,7,12,Female,NSW,TRUE,TRUE,14,29,71,146,0,2,0,0,2,1
{BC707BD9-A5A9-4C51-BFD5-189BF6FA334E},Average income Low assets,11,12,Male,VIC,TRUE,TRUE,6,22,55,130,1,1,0,1,3,4
{EF6D5DD2-99D3-4F7C-85FF-A6598A784A4E},High income High assets,10,12,Female,SA,TRUE,TRUE,8,27,29,103,0,0,0,0,3,1
{DE1F6566-FB54-46E8-9387-2A1385D46AD9},High income High assets,4,12,,NSW,TRUE,TRUE,5,10,71,119,0,0,0,0,4,3
{1D714E38-0C8D-40D5-AEF2-219F6D2037DD},High income High assets,3,12,,NSW,TRUE,TRUE,10,15,40,74,1,1,0,0,4,2
{200FCA67-A059-4A37-890B-7F11C442BACA},Average income Average assets,2,12,,NSW,TRUE,TRUE,7,9,59,69,0,0,0,0,3,4
{C865B856-04B7-4A9C-BE59-898942BCB2B0},Low income High assets,2,12,Female,SA,TRUE,TRUE,11,11,26,26,0,0,0,1,3,2
{8BB254E6-DFE6-4A3F-85A3-5F8AA32615D8},High income High assets,6,12,,NSW,TRUE,TRUE,10,24,79,190,0,0,0,0,1,1
{864ADFC2-D65F-4CE0-98F0-E4FFE37C9EB3},Highest income and assets,7,12,Female,VIC,TRUE,TRUE,5,12,64,145,1,1,0,0,1,5
{CB1C16D0-B992-425A-A22D-7FF728170DBF},High income Low assets,2,12,,QLD,TRUE,TRUE,6,6,27,27,0,0,0,0,2,1
{997A6DE1-BA61-4FA8-B965-7B0CBA3DE714},Highest income and assets,10,12,Male,NSW,TRUE,TRUE,0,17,29,78,0,1,0,1,3,5
{BB96D19D-60DC-41F2-B52F-2A89FE7EB71D},High income High assets,3,12,,VIC,TRUE,TRUE,8,14,46,76,0,0,0,0,2,1
{7DB3F26D-5927-4525-A2AC-4E0A0F93B84E},High income High assets,4,12,Female,VIC,TRUE,TRUE,6,6,21,61,0,0,0,0,3,1
{7F1A0EF4-19F6-4495-ACE7-49FC1E37538C},Low income High assets,5,12,Male,WA,TRUE,FALSE,12,27,15,53,0,1,0,0,2,4
{1F4B7E31-FA48-49BD-A62D-2220D7011300},Unknown,28,12,Male,NSW,TRUE,TRUE,46,136,121,270,0,0,1,1,2,3
{7F083A2B-81D2-4B99-99FB-16AEB32F2C5C},Highest income and assets,7,12,,NSW,TRUE,TRUE,7,17,79,143,1,2,0,0,3,2
{81746091-6C73-4EAA-8FD8-9FF2CABFEFC5},Low income High assets,6,12,Female,NSW,TRUE,FALSE,3,16,3,40,0,0,0,0,3,3
{B7FDF13E-ED02-4500-A144-BA4A8FF16558},Unknown,5,12,,NSW,TRUE,TRUE,11,36,68,146,0,0,0,0,4,3
{9C7EE9C7-08F3-4422-8003-20F939215426},Unknown,23,12,Male,TAS,FALSE,TRUE,6,12,7,25,0,0,0,1,2,4
{2BD74F6A-669C-46D3-84D5-7DB0DD29617B},Highest income and assets,8,12,Female,VIC,FALSE,TRUE,7,16,16,42,1,1,0,1,3,2
{F0DF27D0-A235-4E35-8B6F-0D21967407E4},Average income Average assets,3,12,,QLD,TRUE,TRUE,5,5,45,63,0,0,0,0,4,2
{47CCFFAF-D1B3-4502-B5E9-6B63B48E4BA8},Unknown,5,12,,NSW,TRUE,TRUE,6,17,71,146,0,1,0,1,1,4
{562C779D-E796-49BC-B296-BF040F89C59A},Average income Average assets,7,12,Female,VIC,FALSE,TRUE,4,8,5,47,0,0,0,0,2,4
{21D4D57E-4153-446C-BE7D-315C0A230A55},High income High assets,6,12,Female,TAS,TRUE,TRUE,9,18,84,177,0,0,0,0,4,5
{C55E37A3-0019-4D13-BC55-7B7ED81AB00D},Average income Average assets,7,12,,NSW,TRUE,FALSE,5,15,79,144,0,0,0,0,3,3
{A1AE30A7-422E-458C-BA01-74CB869E9213},High income High assets,6,12,Female,QLD,FALSE,FALSE,5,11,6,27,0,0,0,0,3,5
{F67E5445-9A97-4F31-862F-0875FF7DF7A4},Highest income and assets,16,12,Female,VIC,TRUE,TRUE,16,47,105,216,0,0,0,1,3,1
{E3839044-AD97-4E3B-83A9-6FA7B74F45F0},Low income Low assets,7,12,Male,VIC,TRUE,TRUE,4,11,28,68,0,0,0,0,3,4
{6FAB24C1-F02C-46B3-B0C9-98B8F5E2ED30},High income High assets,5,12,,NSW,TRUE,TRUE,15,42,69,145,0,0,0,0,4,4
{FE961993-C52D-4B3A-959B-61925C611EC9},Average income Average assets,12,12,Female,VIC,TRUE,TRUE,10,22,15,38,0,0,0,1,4,2
{17E08343-111B-4678-80FD-BFFA2CC71D0C},High income Low assets,6,12,,NSW,TRUE,TRUE,18,42,92,245,0,0,0,0,4,4
{2CEEF0B5-B03C-4A6A-82A9-F8A3B545F921},,4,12,,TAS,TRUE,TRUE,6,18,60,106,0,0,0,0,2,1
{D1A9EE2E-5FB4-4817-9D98-55BB015B6D38},Unknown,25,12,Female,WA,TRUE,TRUE,11,27,77,178,0,0,0,0,1,5
{1774479B-C516-4A5B-A864-64F2C796DEB2},Average income Average assets,5,12,,VIC,TRUE,TRUE,5,9,49,118,0,0,0,0,3,3
{7AE4A626-4D05-4171-BB01-FB401074D04E},High income High assets,12,12,Male,NSW,FALSE,FALSE,9,18,0,3,0,0,0,0,1,1
{0E93DA64-A201-4602-9F9D-C87D94A1401F},High income High assets,9,12,Male,SA,TRUE,TRUE,8,22,77,181,0,0,0,0,1,4
{6631895A-B6F9-415D-B192-8B7EB3E9370B},High income High assets,8,12,Male,NSW,TRUE,TRUE,4,14,61,123,1,1,0,0,2,5
{BC995565-B9A4-4F7D-927B-761E84F4CB18},High income High assets,9,13,Male,SA,TRUE,TRUE,5,11,49,115,0,0,0,0,3,5
